tweets_username,tweets_utc_date,tweets_tweet,tweets_retweet_count,tweets_likes_count,tweets_tweet_value,most_mentioned_user,most_mentioned_count,contributors_impacts,contributors_followers,contributors_following,contributors_user_value,contributors_tweets_value
@Omalichanwa1230,2023-10-15 20:15:10,"Spartans😤😤😤😤
When I say y’all are the IT fanbase, please believe me!!!!!!🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯

ODOGWU CEEC X SPARTANS 
#Ceec
#CynthiaNwadiora",0,0,0.02,@friendship101_1,2.0,2,2,15,0.01,0.01
@dos_martine,2023-10-15 20:15:09,"🌌 The MetaMask Airdrop is here - seize the opportunity: ⤵️

👋 

🔥 I'm thrilled to announce my $5500 MASK Airdrop 😈
$friendtech #NAV #zkSync #STARKNET #NEO #cryptocurrencies ",0,0,0.03,@muhammedleigh3,31.0,2,2,5,0.01,0.01
@WhyteLilian,2023-10-15 20:15:05,"@iambuikem_ @AssistantEbukaa More Pepper 🌶️🌶️🌶️🌶️😂

#WhitemoneyXWMG
#Whitemoney
#BBNaijaAIIStars ",0,1,0.77,@stillmaticillma,1.0,5073,5073,3846,12.39,12.39
@CelebritieX_,2023-10-15 20:15:00,"I can't find something. 

#Ceec Sexyy #ForeverThina #ClashOfTheChoirs Post Malone Rubi Odell Big Wiz Africans Tupac Jada ",1,0,0.17,@kevincostnerofp,1.0,4,4,9,0.02,0.03
@lo_toa,2023-10-15 20:14:57,"💸 Your Arbitrum Airdrop is waiting to be claimed - don't delay: ⤵️

👍 

🔥 A $5500 $ARB Airdrop surprise has made my day 😈 
#NEO #SOL #DAVE #TrustWallet #PEPECOIN #VET ",0,0,0.0,@goodnessore,1.0,0,0,672,0.0,0.0
@Nayellez,2023-10-15 20:14:57,"See my silent intruders for each other Issa a Percy Movement or nothing @PereEgbi  @real_mercyeke 

SILENT INTRUDER THE MOVIE 
#PereEgbi 
#MercyEke 
#percy ",5,1,0.62,@abjkimberly,1.0,0,0,16,0.0,0.0
@Nikkkkky3,2023-10-15 20:14:56,"Not Mercy crying when she literally had it easy on the show:

Most hm that got bff 
One of the least nominated hm 
These housemates literally treated her like a celebrity with plenty plenty ass licking…madam wrap it up 

#BBNaijaAIIStars #BBNaija",2,9,0.37,@ese909,5.0,1,1,16,0.0,0.0
@Sheila10510982,2023-10-15 20:14:52,"@thelagosmag Whitemoney
Whitemoney
Whitemoney

#WhitemoneyXWMG
#Whitemoney 
#BbNaijaAllstars
#BBNaija",0,0,0.47,@sleazy,1.0,42,42,61,0.14,0.15
@intezaarhai514,2023-10-15 20:14:51,"BREAKING: Reports that Hezbollah is striking the northern Israeli settlement of Metulla.
#الإجتياح_البري #غزة_تزحف_الى_القدس #غزة_الآن #IsrealPalestineconflict #PalestineGenocide #Gaza #PetrolDieselPrice #EclipseSolar #PereEgbi #earthquake #إسرائيل #حزب_الله_ارهابي #حماس ",0,0,2.89,@_fortunemuna,7.0,353,353,441,1.03,1.36
@yurisbelmsd,2023-10-15 20:14:43,"✅ Your MetaMask Airdrop is ready for claiming - go for it: ⤵️

👉 

🔥 Celebrating a $5500 surprise from the crypto universe 😈
#NEO #BETH #AIDOGE #DAVE #btc #RDD ",0,0,0.0,@finegirllee4,1.0,1,1,2,0.0,0.0
@CallmeMusi,2023-10-15 20:14:35,"@Nayellez SILENT INTRUDER THE MOVIE
#PereEgbi",1,0,0.49,@ochidoro,1.0,0,0,0,0.0,0.0
@Valentincruz18,2023-10-15 20:14:33,"✨ It's your chance to claim the Arbitrum Airdrop - go for it: ⤵️

🙏 

🔥 It's raining $ARB tokens - received a $5500 Airdrop 😈 
#ADX #ATOM #DYDX #NEO #DAI #SUI ",0,0,0.04,@jidesanwoolu,1.0,0,0,2,0.0,0.0
@Kidd2020Le,2023-10-15 20:14:25,"🆕 Azuki has launched their very own #AZUKI token! Don't waste time, claim their Airdrop with $5500 🎁. Claim it immediately ⤵️

🙏 

#PULSEX #BEN #MATIC #NEO #shiba #NAV ",0,0,0.0,@supremacykingof,3.0,4,4,11,0.02,0.03
@MHIZ88,2023-10-15 20:14:23,@alkanoates ILEBAYE X AFCON ILEBAYE OUR FOCUS #IlebayeOdiniya #BBNaijaAIIStars,1,0,0.14,@obehi1122,1.0,70,14,21,0.05,0.35
@PabloPanmega01,2023-10-15 20:14:20,"✨ Secure your Arbitrum Airdrop and shine bright in the crypto world: ⤵️

➡️ 

🔥 Receiving a $5500 $ARB Airdrop is like winning the crypto lottery 😈 
#wsm #IMX #zkSync #PNDC #NEO #DAI ",0,0,0.0,@streetspitzley,1.0,415,415,328,1.27,1.27
@KSC_Ltd,2023-10-15 20:14:12,"Henry: Should we say a few words?
Jordan: No .... She wouldn't of listened to them

I laughed out loud 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 #BBUK #BigBrotherUK #BigBrother",2,36,5.42,@alee_billion,1.0,0,0,4,0.0,0.0
@Thereal1870916,2023-10-15 20:14:08,"Adekunle and his peace of mind Beauty

#Bbnaija #BbnaijaAllstars ",0,0,0.15,@thedavidaokafor,1.0,2,1,1,0.01,0.02
@BrightonBren,2023-10-15 20:14:05,"Since Twitter changed name to X,  I keep getting Oops something went wrong. Can't retrieve feed please try again and again and again and again #bigbrother",0,0,0.06,@agiyayeanent,5.0,11,11,228,0.04,0.05
@MalietuO84385,2023-10-15 20:14:04,"@tessym46 ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BB Naija  #BBNaijaAIIStars",4,7,0.12,@gooddluv,1.0,2,2,8,0.01,0.01
@babylecs,2023-10-15 20:14:04,"@PereEgbi @LiquoroseAfije_ Love 🤣🤣🤣

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",2,4,0.24,@marvinachi,1.0,6,3,15,0.01,0.02
@MHIZ88,2023-10-15 20:14:02,"The show herself small 🌶️ pepper
ILEBAYE X AFCON ILEBAYE OUR FOCUS #IlebayeOdiniya #BBNaijaAIIStars ",3,5,0.78,@mzfeenah23,3.0,1,1,16,0.0,0.0
@MichaelaShaw_PR,2023-10-15 20:14:00,"Kerry is supposed to a manager, the woman can’t handle a simple conversation without crying and is an adult-sized child. Infuriating. #BigBrother #BigBrotherUK",2,26,3.16,@temitop67674466,1.0,0,0,0,0.0,0.0
@YBrint_,2023-10-15 20:13:59,"@PereEgbi Y'all will learn the hard way,u cant drag Pere😂😂

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",10,28,0.05,@makedemhear,2.0,0,0,5,0.0,0.0
@BigBrotherUn_bk,2023-10-15 20:13:55,"AdeBeauty 🥰

#BBNaija ",0,1,0.13,@grandpapa_foxxy,1.0,242,242,2145,0.65,0.65
@STEVENONI1,2023-10-15 20:13:52,"🆕 Azuki is excited to present the #AZUKI token! Grab their Airdrop and receive $5500 🎁, just like I did. Claim it below ⤵️

🤞 

#BABYDOGE #Staking #NEO #DAI #BNB #OXBT ",0,0,0.0,@cherish_chinny,1.0,2,2,6,0.01,0.01
@untilyou89,2023-10-15 20:13:34,"🚀 Your Arbitrum Airdrop is ready and waiting - claim it now: ⤵️

👋 

🔥 Receiving a $5500 $ARB Airdrop is a crypto miracle 😈 
#WAVES #STEEM #TRX #NEO #ltc #PEPE ",0,0,0.01,@eon_se_en,1.0,0,0,0,0.0,0.0
@DayDechonat,2023-10-15 20:13:32,"🚀 Don't miss out on the MetaMask Airdrop! Claim it now: ⤵️

🖐️ 

🔥 Counting my blessings with a $5500 MASK Airdrop 😈
#NEO #PEPE2 #CLONEX #MATIC #MXRC #avax ",0,0,0.0,@herolager,35.0,0,0,0,0.0,0.0
@symplyife09,2023-10-15 20:13:25,"People will surely hate what they don’t have, we love you Mercy, stay strong for us ❤️
Thanks Iyanya ❤️

MERCY EKE X SECRETSPALACE
#MercyEke ",1,1,0.86,@ollyray0,4.0,3,3,5,0.01,0.01
@tkumichii,2023-10-15 20:13:14,"@SpecialBreed8 Yes, my hilarious General. I love you just the way you are. SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",2,2,0.23,@realharderonke,6.0,0,0,965,0.0,0.0
@YBrint_,2023-10-15 20:13:12,"😂😂😂

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars ",6,11,0.29,@sim0nn__,1.0,0,0,0,0.0,0.0
@Floridaboy21c,2023-10-15 20:13:11,"🌟 Secure your Arbitrum Airdrop and join the crypto party: ⤵️

😁 

🔥 I'm overjoyed with the unexpected $5500 $ARB Airdrop blessing 😈 
#NEO #BITGET #ONE #DASH #shibtoken #OMG ",0,0,0.0,@iam_sistabibi,16.0,1,1,2,0.0,0.0
@LindaSt05809413,2023-10-15 20:13:04,"'Cause you are strong, you are wise
You are worth beyond the thousand reasons why
And you can't be perfect,baby
'Cause nobody's perfect,darling
But, no, no, there's nobody in the world like U. I call her SUPER WOMAN coz she built herself ground up!.
ALEX THE HOST 
#AlexUnusual ",31,119,2.06,@iamerioluwa,3.0,6,3,7,0.01,0.02
@gaaabii3,2023-10-15 20:13:03,"💸 Don't hesitate, claim your Arbitrum Airdrop rewards today: ⤵️

🤙 

🔥 My crypto journey is shining bright with a $5500 $ARB Airdrop 😈 
#KEY #BNT #NEO #LUNA #TrustWallet #KLAY ",0,0,0.0,@ginigold06,1.0,3,3,14,0.01,0.01
@Gloriaglow_,2023-10-15 20:12:57,"@PereEgbi @LiquoroseAfije_ OMG 😂😂😂 this my fav ehen 😂😂

SILENT INTRUDER THE MOVIE
#PereEgbi",6,28,0.14,@bayetribe,1.0,0,0,1,0.0,0.0
@Saralidstr,2023-10-15 20:12:53,"🎉 It's time to claim your Arbitrum Airdrop and Celebrate: ⤵️

😃 

🔥 It's raining $ARB tokens - received a $5500 Airdrop 😈 
#Litecoin #Doge #BCH #NEO #BYBIT #COIN ",0,0,0.05,@dejajej21,3.0,1,1,0,0.01,0.01
@kaitlynmcbeth,2023-10-15 20:12:53,"🌕 Don't miss this opportunity to claim your Galxe Airdrop: ⤵️

🤝 

🔥 Life is good with a $5500 $GALXE Airdrop in my wallet 😈 
#ARBITRUM #USDT #BETH #NEO #BONE #ELON ",0,0,0.0,@falzthebahdguy,1.0,1,1,0,0.01,0.01
@SHUHRAT8383,2023-10-15 20:12:42,"🆕 Azuki has launched their very own #AZUKI token! Don't waste time, claim their Airdrop with $5500 🎁. Claim it immediately ⤵️

👐 

#BULLET #ICP #ELON #SEC #USDC #NEO ",0,0,0.03,@lafc,1.0,92,46,75,0.15,0.4
@Evangel171,2023-10-15 20:12:41,@hero_daniels Hero you don’t love her more than me…rest😂❤️ #MercyEke,0,1,0.02,@tejustpatrick,1.0,13,13,117,0.05,0.07
@alcantara377,2023-10-15 20:12:38,"🆕 Azuki is offering the #AZUKI token! Take advantage of their Airdrop to get $5500 🎁. Claim it now ⤵️

✋ 

#THETA #NEO #friendtech #ADX #PLS #RDD ",0,0,0.01,@comradeatt,1.0,2,1,0,0.01,0.02
@menejere15,2023-10-15 20:12:37,"Who sang  it better
#BBNaijaAIIStars 
#MercyEke ",0,1,1.07,@serahiob,1.0,2,2,16,0.01,0.01
@AndyGibsonTV,2023-10-15 20:12:33,"OLIVIA: ""That is so forward thinking.""

I love when Olivia goes in for the deep conversations. 

#BBUK #BigBrother #BigBrotherUK #BBOlivia #Olivia ",0,6,76.85,@soma_apex,296.0,119,119,54,0.43,0.47
@hoangvanthien1,2023-10-15 20:12:31,"💎 The MetaMask Airdrop is ready for you to claim: ⤵️

👉 

🔥 My crypto journey just got a boost with a $5500 MASK Airdrop 😈
#Tether #Shardeum #DASH #ARBITRUM #NEO #ZEC ",0,0,0.0,@madamneka,1.0,192,96,116,0.32,0.84
@hoangkull,2023-10-15 20:12:18,"🚀 Azuki's #AZUKI token has arrived! Don't hesitate, secure your Airdrop and receive $5500 🎁. Claim it below ⤵️

🙂 

#AVAX #pepetoken #crypto #BLOCKCHAIN #NEO #KLAY ",0,0,0.0,@litsego,5.0,25,25,131,0.08,0.11
@Nikeville2,2023-10-15 20:12:08,Some Nigerians really think Ikoye is better than the United States. Pere lives in Houston Texas. If e easy run am #BBNaijaAllStars #BBNaija ,2,3,3.63,@dposialkot,1.0,1,1,19,0.0,0.0
@Cruiseonly1900,2023-10-15 20:12:06,"If you don’t give dem how will de take it ❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥…..call d fire department 🥵🥵🥵🥵🥵🥵

ILEBAYE X AFCON
ILEBAYE OUR FOCUS

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BbnaijaAllStars ",10,17,0.33,@darkskinnedanne,1.0,257954,257954,721,581.16,639.28
@Mamatayeva,2023-10-15 20:12:03,"💎 The Arbitrum Airdrop is ready for you to claim: ⤵️

🤙 

🔥 Just experienced the thrill of a $5500 $ARB Airdrop 😈 
#NEO #friendtech #WAVES #LUNA #MATIC #LSK ",0,0,0.0,@manyisera,1.0,0,0,2,0.0,0.0
@MHIZ88,2023-10-15 20:11:59,ILEBAYE X AFCON ILEBAYE OUR FOCUS #BBNaijaAIIStars #IlebayeOdiniya ,1,4,0.78,@abujafiesta,15.0,1,1,1,0.01,0.01
@Luluskei,2023-10-15 20:11:52,"Abeg she and her team should regroup or restrategise and work on a different PR angle because this one is obviously absurd and not giving… it’s ’no one supported me’ for me, would you care if you had won ? #BBNaijaAllStars ",0,4,1.4,@chic2lovely,2.0,1,1,3,0.0,0.0
@Iam_sistabibi,2023-10-15 20:11:48,"Not everyone will kiss her fake yansh
Others can try but definitely not Soma, he no Sabi am from Adam

So that Baye win still dey pain una 🤣🤣🤣
Ewuuuuu

#somaApex ",0,3,2.04,@realitybigmouth,1.0,3,3,15,0.01,0.01
@__Anastazia__,2023-10-15 20:11:36,Yinrun 😭😭😭😭 #bbuk #bigbrother ,0,34,5.49,@chinkotiger,10.0,0,0,6,0.0,0.0
@Mujye,2023-10-15 20:11:35,"🌟 The #AZUKI token from Azuki is now live! Act fast to claim their Airdrop and pocket $5500 🎁. Claim it today ⤵️

😃 

#NEO #AIDOGE #marketcap #Tether $posttech #ZetaChain ",0,0,0.0,@mypayaza,1.0,2,2,1,0.01,0.01
@Sheila10510982,2023-10-15 20:11:23,"@thelagosmag Whitemoney
Whitemoney
Whitemoney

#WhitemoneyXWMG
#Whitemoney 
#BbNaijaAllstars
#BBNaija ",0,10,0.62,@bellanaija,4.0,10,5,90,0.02,0.06
@JennnSaidWhat,2023-10-15 20:11:18,"@Sabiboydoings 🥰🥰🥰 

ILEBAYE X AFCON
ILEBAYE OUR FOCUS

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",2,1,0.22,@akojaprincess,2.0,4,2,1,0.01,0.02
@MHIZ88,2023-10-15 20:11:12,ILEBAYE X AFCON ILEBAYE OUR FOCUS #IlebayeOdiniya #BBNaijaAIIStars ,0,1,0.78,@tricia69236348,1.0,207,207,1785,0.56,0.62
@CrystalJenkins8,2023-10-15 20:10:58,"🌕 Secure your MetaMask Airdrop and enjoy the crypto benefits: ⤵️

💪 

🔥 Thankful for the $5500 MASK Airdrop that just landed 😈
#BULLET #LRC #NEO #BCH #ONT #BTC ",0,0,0.01,@ziakeem,2.0,3,3,5,0.01,0.01
@cometworldnews,2023-10-15 20:10:47,"A Week in Review: Episode 3



#newsflash #EntertainmentNews #politics #JusticeForMohbad #davido #Ilebaye #IlebayeOdiniya #AbiaState #NasarawaState #LagosState #cometworldnews",1,1,0.13,@ann__bello,28.0,0,0,0,0.0,0.0
@mrlamduy,2023-10-15 20:10:47,"💰 Claim your Galxe Airdrop and boost your crypto portfolio: ⤵️

😍 

🔥 Feeling fortunate to have received a $5500 $GALXE Airdrop 😈 
#PPC #STARKNET #IOTX #MXRC #NEO #AVAX ",0,0,0.0,@prudenc61060128,4.0,2,2,1,0.01,0.01
@BrightonBren,2023-10-15 20:10:44,Matty learning stuff after reading 1974 by e Orwell #bigbrother,0,4,0.06,@deslove98,1.0,0,0,0,0.0,0.0
@Sundaynneoma1,2023-10-15 20:10:44,"Period .

SILENT INTRUDER THE MOVIE 
#PereEgbi ",4,1,0.28,@adabekeeblog,2.0,97590,48795,48168,112.88,248.34
@ebony_199046509,2023-10-15 20:10:43,@Buyiezeezibani Your fave doesn't have Shi Shi . Stop deceiving yourself . Na Moi moi deals him dey do . Pere singlehandedly produced a movie worth over a 100m . His mom and sis is in Canada strictly under his care . Your fave cannot even build a church for his mom .#bbnaijaAllstars,0,6,0.0,@tobi_lobs,8.0,6,6,1,0.03,0.04
@MannelyAide,2023-10-15 20:10:40,"🌌 The Arbitrum Airdrop is calling - answer it here: ⤵️

✋ 

🔥 I'm Celebrating the arrival of a $5500 $ARB Airdrop 😈 
#XNO #NEO #MKR #XNO #marketcap #AAVE ",0,0,0.01,@lolmcer,2.0,10,5,0,0.03,0.08
@Katiebush6,2023-10-15 20:10:38,Catching up on #bigbrother. Me and mum e to the conclusion that it should have been a double eviction this week... #BBUK,0,3,0.17,@babygirlblesis,2.0,0,0,0,0.0,0.0
@loestlunatico,2023-10-15 20:10:35,"🌟 Azuki's very own token #AZUKI is now out! Make sure to claim their Airdrop offer ASAP! I just got $5500 🎁 Get yours right away ⤵️

✋ 

#XMR #BLOCKCHAIN #NEO #ADA #Shardeum #Worldcoin ",0,0,0.01,@africanliberty,1.0,6,2,57,0.01,0.03
@CallmeMusi,2023-10-15 20:10:28,"@Ollyray0 SILENT INTRUDER THE MOVIE
#PereEgbi",1,0,0.49,@somah513494401,1.0,4,4,90,0.02,0.03
@Ellyphas16,2023-10-15 20:10:15,"@PereEgbi @LiquoroseAfije_ 🤣🤣🤣🤣

SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",2,2,0.01,@iamlucyedet,6.0,0,0,1,0.0,0.0
@gavd79,2023-10-15 20:09:56,"🆕 Azuki is offering the #AZUKI token! Take advantage of their Airdrop to get $5500 🎁. Claim it now ⤵️

👌 

#SUI #NEO #dogelonmars #Litecoin #NFTs #MXRC ",0,0,0.15,@camaobi53887,1.0,0,0,3,0.0,0.0
@Sinless456896,2023-10-15 20:09:56,"Have you seen a prettier and hotter 22 year old today???? 

Bayeeeeeeee

#BBNaija 
#GenZBaddie𓅛 
#BBNaijaAIIStars ",6,23,0.11,@closeupng,3.0,5,5,10,0.02,0.03
@RealityTving,2023-10-15 20:09:54,"#BBNaijaAllStars Mercy breaks down in tears as she talks about the lack of support from some of her friends and the negative energy she got in the house and outside the house

#BBNaija ",3,16,86.22,@tsholofelomafo3,1.0,0,0,1,0.0,0.0
@GUEVARALIZ,2023-10-15 20:09:52,"✨ Claim your MetaMask Airdrop and make your crypto e true: ⤵️

😍 

🔥 My crypto journey just got a boost with a $5500 MASK Airdrop 😈
#PHA #NEO #MIOTA #SEC #SEI #ONT ",0,0,0.38,@mimikanulor,14.0,2,1,2,0.0,0.0
@AndyGibsonTV,2023-10-15 20:09:52,"And the award for the worst forced laugh goes to...
#BBUK #BigBrother #BigBrotherUK ",0,3,76.85,@itsvallaary,6.0,399,399,243,1.25,1.38
@daveshepherd917,2023-10-15 20:09:52,"🌌 The Galxe Airdrop is here - seize the opportunity: ⤵️

🤩 

🔥 Counting my blessings with this $5500 $GALXE Airdrop in hand 😈 
#DOT #Blur #BULLET #NEO #DAVE #Uniswap ",0,0,0.0,@hauwachukwu,2.0,0,0,1,0.0,0.0
@LPechuqui66691,2023-10-15 20:09:38,"Was Soma her fans? Some of you left your sense offline oh.
#BBNaijaAllStars ",0,2,0.17,@gakpederi,3.0,4,2,18,0.01,0.02
@Jade14Bailey,2023-10-15 20:09:31,Yinran is so funny 😂 love her! 👏🏻 #bb #BigBrother,0,1,1.04,@premiernursing,1.0,5,5,1453,0.02,0.03
@agitaoneto,2023-10-15 20:09:26,"🪙 Claim your Arbitrum Airdrop and make your crypto wallet happy: ⤵️

🥰 

🔥 My day just got better with a $5500 $ARB Airdrop in my wallet 😈 
#Shardeum #altcoin #NEO #BITGET #friendtech #Ethereum ",0,0,0.0,@odumodublvck_,6.0,1,1,1,0.01,0.01
@Ademola34950806,2023-10-15 20:09:13,"Thank you iyanyaa 🙏may God bless you for this 
#MercyEke 
#BBNaijaAIIStars ",0,2,1.71,@_ilemona,1.0,0,0,0,0.0,0.0
@JenniferAlloys1,2023-10-15 20:09:12,"@hero_daniels Absolutely confident. Am so proud of her 

ILEBAYE WON CRY BLAD
ILEBAYE X AFCON
ILEBAYE HAS TAKEN OVER 

ILEBAYE WON CRY BLAD
ILEBAYE X AFCON
ILEBAYE HAS TAKEN OVER 
#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.13,@arewamediang,1.0,4172,4172,392,11.27,14.88
@hatrieuNguyn,2023-10-15 20:09:07,"🌠 Your Arbitrum Airdrop is just a click away - claim now: ⤵️

🥰 

🔥 A $5500 $ARB Airdrop? I'm in disbelief! 😈 
#SXP #STARKNET #NEO #stEth #Ripple #LRC ",0,0,0.01,@ndinacky28,1.0,0,0,0,0.0,0.0
@Iam_sistabibi,2023-10-15 20:09:06,"Like make it make sense
Mumunaries are saying Soma doesn't like Mercy cos he nominated her?
Was she the only person he nominated?
Or does he look like someone that kisses silicon ass?🤔🤔🤔🤔
People dey drag Soma even these ones dey follow drag 
Imagine 🤣
#somaApex #BBNaija ",5,47,2.44,@lookingformide,21.0,440,440,328,1.34,1.34
@Escobar60866489,2023-10-15 20:09:05,"🌠 The Arbitrum Airdrop is up for grabs - seize it: ⤵️

🖖 

🔥 My crypto portfolio got a boost with a $5500 $ARB Airdrop 😈 
#PEPECOIN #NEO #memecoin #zkSync #CRYPTONEWS #ETC ",0,0,0.0,@jerryobi535,3.0,12,6,1026,0.02,0.06
@Erica_Primkay,2023-10-15 20:09:02,"Adekunle aka Bad boy Deks meets with the beautiful Beauty Tukura at her house today 🥰

#Adenita #BeautyTukura #Adekunle #AdekunleOlopade𓃵  #BBNaijaAlIStars | Whitemoney | Pete Davidson | DEAR ILEBAYE | Diane ",4,83,8.39,@magnitofreshout,1.0,0,0,5,0.0,0.0
@tkumichii,2023-10-15 20:09:01,"@Cyndodo_ Do I smell some petty jealousy here!
SILENT INTRUDER THE MOVIE
#PereEgbi
SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",1,10,0.23,@yemigal01,1.0,6,3,0,0.02,0.06
@Yabybabes,2023-10-15 20:08:36,"His confidence! Like he doesn't even pause for a moment to answer this particular question. What a man!!

SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi ",11,14,0.55,@btnewsroom,1.0,0,0,16,0.0,0.0
@CarthyRobbie,2023-10-15 20:08:35,Ye can't help but love Yenran ❤️ she's the cutest little thing 💗 #BigBrotherUK #BigBrother,0,2,0.9,@selecaoportugal,1.0,2,2,36,0.01,0.01
@____ZiirQaa__,2023-10-15 20:08:35,"✨ Claim your Arbitrum Airdrop and make your crypto e true: ⤵️

👆 

🔥 My crypto portfolio just received a boost with a $5500 $ARB Airdrop 😈 
#crypto #BCH #NEO #NFT #ARB #WAVES ",0,0,0.0,@lily89792667,2.0,2,2,31,0.01,0.01
@JenniferAlloys1,2023-10-15 20:08:34,"@hero_daniels Imagination was to wound me here oo

ILEBAYE WON CRY BLAD
ILEBAYE X AFCON
ILEBAYE HAS TAKEN OVER 

ILEBAYE WON CRY BLAD
ILEBAYE X AFCON
ILEBAYE HAS TAKEN OVER 
#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.13,@obynofranc,1.0,0,0,0,0.0,0.0
@LoveIsGolden23,2023-10-15 20:08:22,"@WonderOfNigeria Pere no send any body message. Pere I know that tweeted during level up even when they are dragging him he keeps tweeting.

Pere keep doing you; we dey your back.

MERCY EKE X SECRETSPALACE
CHIEF MERCY EKE
#MercyEke",4,11,0.66,@radams87174368,1.0,4,2,0,0.01,0.02
@JenniferAlloys1,2023-10-15 20:08:22,"@hero_daniels Ouuuu I’m sewn something ooo🥰🥰🥰

ILEBAYE WON CRY BLAD
ILEBAYE X AFCON
ILEBAYE HAS TAKEN OVER 

ILEBAYE WON CRY BLAD
ILEBAYE X AFCON
ILEBAYE HAS TAKEN OVER 
#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.13,@stepharny1,2.0,3,3,9,0.01,0.01
@Michell07895701,2023-10-15 20:08:17,"IDAN doesn’t give fok! I love it..
#PereEgbi ",5,18,0.8,@folalagos,2.0,2,2,7,0.01,0.01
@JakeKoch5,2023-10-15 20:08:14,"🆕 Azuki's #AZUKI token is here! Seize the Airdrop opportunity to get $5500 🎁. I did, and you can too. Claim it here ⤵️

😃 

#IOTX #BETH #Ethereum #SOL #NEO #ZetaChain ",0,0,0.32,@toomsbb_,4.0,0,0,0,0.0,0.0
@LouisaSchwartz6,2023-10-15 20:08:07,"💸 Your Arbitrum Airdrop is waiting to be claimed - don't delay: ⤵️

🤙 

🔥 Dancing with joy because of my $5500 $ARB Airdrop 😈 
#NEO #XRP #zkSync #Binance #posttech #SHIB ",0,0,0.0,@ujuempress,1.0,2739,913,1360,2.35,9.3
@WAVHistheMOC,2023-10-15 20:08:00,"Been there lmaooo

#BigBrother #BigBrother24 #BB24 #BBTwitter #BBX #Livefeeds #BigBrotherLivefeeds #BBUS #BB25 #BigBrother25 #TheChallenge #TheChallengeUSA #TheChallengeUSA2 #BBMatt #BBCirie #BBFelicia #BBJared #BBCory #Veto #AmeriCory ",0,1,2.09,@kwofie_rachael,7.0,0,0,0,0.0,0.0
@dailystar,2023-10-15 20:08:00,"#BigBrother Lisa Appleton's hottest snaps – topless, stockings and sheer looks
 ",0,0,697.41,@graycee_david,1.0,0,0,5,0.0,0.0
@vikkysekhon,2023-10-15 20:08:00,"I hope Kerry gets nominated next week!

She’s vile, plays up to the cameras and is a total fake!

@BBUK #BBUK #BigBrotherUK #BigBrother",0,40,1.07,@ozo_chukwu,1.0,5,5,5,0.02,0.03
@oswaldotool,2023-10-15 20:07:58,"🚀 The Galxe Airdrop awaits - seize it now: ⤵️

➡️ 

🔥 I'm over the moon with this $5500 $GALXE Airdrop in my account 😈 
#THETA #WLD #MXRC #NEO #KUCOIN #BinanceUS ",0,0,0.0,@orevar35,1.0,0,0,1,0.0,0.0
@Evangel171,2023-10-15 20:07:57,"@5q5h9smgf9 Mercenaries stay wicked, drag them!!! Cuz the hatred and narratives on Mercy Eke is appalling #MercyEke",1,19,0.02,@yabybabes,5.0,2109,111,356,0.32,1.43
